,resets.sent.a2b,ack.pkts.sent.a2b,pure.acks.sent.b2a,sack.pkts.sent.b2a,dsack.pkts.sent.a2b,actual.data.bytes.b2a,rexmt.data.bytes.a2b,rexmt.data.bytes.b2a,outoforder.pkts.b2a,pushed.data.pkts.b2a,max.segm.size.b2a,min.segm.size.a2b,min.segm.size.b2a,avg.segm.size.a2b,avg.segm.size.b2a,max.win.adv.a2b,max.win.adv.b2a,min.win.adv.a2b,avg.win.adv.a2b,min.non.zero.owin.b2a,avg.owin.a2b,avg.owin.b2a,wavg.owin.a2b,initial.window.bytes.b2a,initial.window.pkts.b2a,truncated.data.a2b,data.xmit.time.a2b,data.xmit.time.b2a,idletime.max.b2a,throughput.a2b,rtt.min.a2b,rtt.max.a2b,rtt.avg.a2b,rtt.stdev.a2b,rtt.from.3whs.a2b,rtt.full.sz.smpls.a2b,rtt.full.sz.min.a2b,rtt.full.sz.max.a2b,segs.cum.acked.a2b,triple.dupacks.a2b,max.retrans.a2b,min.retr.time.a2b,avg.retr.time.a2b,sdv.retr.time.a2b,fin.pkts.sent.a2b,rtt.samples.b2a,rtt.min.b2a,rtt.max.b2a,rtt.avg.b2a,rtt.stdev.b2a,rtt.from.3whs.b2a,rtt.full.sz.smpls.b2a,rtt.full.sz.min.b2a,rtt.full.sz.max.b2a,rtt.full.sz.avg.b2a,post.loss.acks.b2a,rtt.min.last.b2a,rtt.max.last.b2a,rtt.avg.last.b2a,rtt.sdv.last.b2a,segs.cum.acked.b2a,triple.dupacks.b2a,max.retrans.b2a,min.retr.time.b2a,max.retr.time.b2a,avg.retr.time.b2a,sdv.retr.time.b2a,syn.pkts.sent.b2a,fin.pkts.sent.b2a,duplicate.acks.b2a,abs.downlinkdelay.min,abs.downlinkdelay.50.,abs.downlinkdelay.75.,abs.downlinkdelay.max,abs.uplinkdelay.25.,abs.uplinkdelay.50.,abs.uplinkdelay.avg,abs.uplinkdelay.75.,abs.uplinkdelay.max,abs.downlinkdeltadelay.25.,abs.uplinkdeltadelay.avg,abs.rtt.min,abs.rtt.25.,abs.rtt.50.,abs.rtt.avg,abs.rtt.75.,abs.rtt.max,abs.cwin.min,abs.cwin.25.,abs.cwin.50.,abs.cwin.avg,abs.cwin.75.,abs.cwin.max,abs.rwin.25.,abs.rwin.50.,abs.rwin.75.,abs.rwin.max,abs.winratio.min,abs.winratio.25.,abs.winratio.50.,abs.winratio.avg,abs.winratio.75.,abs.winratio.max,abs.radiobuffer.min,abs.radiobuffer.25.,abs.radiobuffer.50.,abs.radiobuffer.avg,abs.radiobuffer.75.,abs.radiobuffer.max,abs.idletime.50.,abs.idletime.avg,abs.idletime.75.,abs.idletime.max,abs.segmentsizes.min,abs.segmentsizes.25.,abs.segmentsizes.50.,abs.segmentsizes.avg,abs.segmentsizes.75.,abs.segmentsizes.max,abs.packetlost.sum,abs.pushevents.sum,abs.instanttp.min,abs.instanttp.25.,abs.instanttp.50.,abs.instanttp.75.,abs.instanttp.max,abs.burst.sum,abs.rtoevents.sum,abs.theoricalmaxtp.25.,abs.theoricalmaxtp.50.,abs.theoricalmaxtp.avg,abs.theoricalmaxtp.75.,abs.theoricalmaxtp.max,transfer.datarate
15438,149.0,33066.0,18.0,0.0,937.0,865028952.0,0.0,9826556.0,260.0,20546.0,65236.0,232.0,4.0,231.0,13926.2,41937920.0,1823488.0,1638400.0,40555854.0,5.0,5.0,419048.0,0.0,24984.0,6.0,460.0,0.0,7.296,139.9,160.0,14.1,24.2,19.2,0.0,16.0,1.0,14.1,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7345.0,0.0,69.0,0.4,1.2,0.9,1.0,0.4,0.9,0.9,235.0,0.0,0.0,0.0,0.0,27142.0,31.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1198.0,3.0,92.0,111.0,297.0,5.0,8.0,6.19367920101883,11.0,48.0,74.0,120.193679201019,4.0,83.0,100.0,106.446388524084,119.0,306.0,0.0,13128064.0,14433780.0,14914532.9984919,17428937.0,21355760.0,41936896.0,41937920.0,41937920.0,41937920.0,0.193639178323323,0.314986246337444,0.344170144823587,0.359462159748763,0.415588970554572,0.509235590540607,0.0,9811542.5,11462821.5,11784528.4072156,13371197.5,28530785.0,0.0,0.122630917469615,0.0,46.9999999986612,0.0,3064.0,9716.0,14394.5502767839,20820.0,65236.0,160.0,20275.0,8e-05,913.81632,1000.59784,1103.73992,1350.272,78.0,243.0,999.099883035093,1173.01831577404,1190.55074864167,1349.85001571224,39049.6339902376,939660.481
15447,161.0,18934.0,70.0,0.0,2.0,203763135.0,0.0,4164.0,12.0,13071.0,65236.0,232.0,4.0,231.0,5952.8,41938944.0,1876736.0,1638400.0,39633888.0,5.0,5.0,92757.0,0.0,33312.0,8.0,460.0,0.0,7.28,288.4,160.0,16.5,41.7,27.4,13.3,18.0,2.0,16.5,41.7,0.0,6.0,0.0,0.0,0.0,0.0,4.0,4347.0,0.0,46.6,0.5,0.8,1.0,1.0,0.3,1.0,1.0,2.0,0.0,0.0,0.0,0.0,14406.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,23.0,3.0,31.0,44.0,577.0,8.0,10.0,4.46367782514085,13.0,191.0,19.0,533.463677825141,0.0,33.0,43.0,63.8624241194599,60.0,620.0,0.0,1139400.0,1669525.0,2217683.15151876,1924476.0,7450946.0,41938944.0,41938944.0,41938944.0,41938944.0,0.0186540700690985,0.0271680660342807,0.0398084653729002,0.0599103599526485,0.0461912441095322,0.368653096815698,0.0,559288.0,835521.0,1404989.32378454,1225400.0,15701768.0,0.0,0.217820306444902,0.0,252.000000000407,1.0,2048.0,4164.0,6074.08187483228,7696.0,65236.0,1.0,13071.0,0.00024,173.96896,208.37472,298.64096,683.7992,1.0,0.0,202.969333327695,298.551829780882,424624418.917524,400.66258822351,14244864000000.0,225509.92
15456,2.0,6893.0,9.0,0.0,25.0,19729316.0,0.0,42764.0,416.0,3282.0,24984.0,232.0,4.0,231.0,1900.8,15723520.0,2100608.0,1638400.0,11921722.0,5.0,5.0,174902.0,14.0,73564.0,23.0,460.0,0.0,7.353,422.2,155.0,23.5,127.7,105.9,0.0,84.4,1.0,66.9,84.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1128.0,0.1,44.0,0.8,1.6,1.3,1.0,0.3,1.3,1.3,108.0,0.0,0.0,0.0,0.0,5222.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,275.0,3.0,91.0,152.0,1278.0,3.0,10.0,-13.0133346311076,18.0,288.0,42.0,1103.98666536889,0.0,57.0,100.0,140.731807783926,155.0,1309.0,0.0,216108.0,331784.0,633304.7251314,780548.0,2118076.0,10797056.0,15480832.0,15723520.0,15723520.0,0.0126050655323999,0.0148999446698635,0.0211011274829046,0.0706731874992249,0.131074494420511,0.362795134359509,0.0,120497.0,227982.0,275882.812049835,379754.0,1290812.0,0.0,0.720334858366025,0.0,40.9999999974389,0.0,1388.0,1388.0,1902.93453519992,2344.0,24984.0,181.0,3278.0,8e-05,19.3424,22.78752,26.37896,41.36032,103.0,5.0,20.6815999997415,30.2789818176313,1855489248.83406,49.5586031742098,12484992000000.0,21315.781
15465,58.0,1299.0,10.0,0.0,60.0,13058409.0,0.0,265292.0,82.0,455.0,65236.0,232.0,112.0,231.0,8221.4,19858432.0,1973376.0,1638400.0,11133319.0,5.0,9.0,590117.0,8.0,30536.0,10.0,460.0,0.0,7.296,6445.2,160.0,14.5,47.2,33.7,13.9,20.8,2.0,14.5,34.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,381.0,0.1,2.7,0.6,0.4,0.7,1.0,0.3,0.7,0.7,13.0,0.0,0.0,0.0,0.0,276.0,9.0,1.0,0.0,5.3,1.06,0.0,5.0,0.0,85.0,-179.0,-91.0,119.0,6845.0,118.0,189.0,-976.717931497649,195.0,807.0,46.0,5680.28206850235,8.0,52.0,99.0,529.622535045503,144.39879154066,7037.0,0.0,97140.0,1280028.0,1843788.93619879,3544135.0,3624639.0,4489216.0,9032704.0,13960192.0,16838656.0,0.0131571818654646,0.0523659370439066,0.25964105651269,0.204995623714447,0.28836304479937,0.416864113729508,0.0,0.0,4508.0,54943.6480859637,4508.0,3707495.0,0.0,4.92204301075304,0.999999996565748,3968.99999999732,0.0,2776.0,5552.0,8754.05138888889,11104.0,65236.0,24.0,449.0,8e-05,73.47968,105.08064,175.50512,274.36296,13.0,8.0,4.26989010986665,100.394352940192,194.718621116611,207.47576469978,1933.14079987112,10690.545
15473,0.0,28081.0,60.0,0.0,414.0,603769927.0,0.0,3552908.0,35.0,16708.0,65236.0,232.0,4.0,231.0,11807.8,40631296.0,2361088.0,1638400.0,39131044.0,5.0,5.0,279299.0,10.0,36088.0,13.0,460.0,0.0,7.275,199.2,160.0,12.5,68.8,40.9,0.0,15.4,1.0,12.5,15.4,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5720.0,0.0,53.2,0.4,1.3,0.7,1.0,0.3,0.7,0.7,6.0,0.0,0.0,0.0,0.0,22606.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,401.0,3.0,40.0,48.0,297.0,6.0,9.0,7.55683075221239,11.0,34.0,26.0,194.556830752212,0.0,38.0,48.0,54.7221498883555,58.0,304.0,0.0,5112292.0,5623662.0,5756396.23771334,6928416.0,7787484.0,40630272.0,40630272.0,40630272.0,40631296.0,0.0508894451900297,0.126116408967186,0.140135315855134,0.147114712871205,0.170595149118551,0.250629183314862,0.0,2551440.0,3366597.0,3480513.0076841,4315681.25,9328889.0,0.0,0.145151413389134,0.0,183.00000000454,0.0,2776.0,7570.5,11896.3582291046,16952.75,65236.0,103.0,16611.0,0.00016,632.24688,770.43776,827.86632,1129.13888,34.0,47.0,771.340615369782,957.219063809421,6368991910.35918,1230.22469562543,56590336000000.0,651239.297
15481,13.0,8417.0,10.0,0.0,54.0,34544237.0,0.0,184172.0,3282.0,1988.0,58292.0,232.0,8.0,231.0,3078.2,30127104.0,2109312.0,1638400.0,21323674.0,5.0,5.0,3987240.0,7.0,16656.0,6.0,460.0,0.0,7.294,270.4,157.0,16.7,56.9,36.8,0.0,19.3,1.0,16.7,19.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,326.0,0.1,28.7,0.7,1.6,0.9,1.0,0.3,0.9,0.9,336.0,0.0,0.5,0.5,0.0,8396.0,119.0,3.0,0.0,4230.1,1114.52,292.22,5.0,0.0,4182.0,3.0,336.0,761.0,4520.0,-508.0,-46.0,-363.275732330019,13.0,48.0,251.0,3884.72426766998,0.0,235.0,266.0,397.649500886178,321.0,4067.0,0.0,3716988.0,4912600.0,4940944.56337902,6294376.0,8229260.0,17060864.0,23324672.0,26278912.0,27773952.0,0.105726384950299,0.157680223909432,0.210804524061011,0.241470693232632,0.280838571701153,0.474754150786267,0.0,695377.0,921180.0,1074389.75284422,1166428.0,21858263.0,0.0,0.659200860060937,0.0,62.0000000053551,0.0,1388.0,1684.0,3146.54649029642,3780.0,58292.0,363.0,1983.0,0.00024,28.65728,37.77248,47.50432,117.16792,176.0,33.0,100.626943619879,146.809549406534,4705930829.80105,192.954418610023,52532304000000.0,38362.511
15490,145.0,25626.0,34.0,0.0,231.0,327319620.0,0.0,1340936.0,132.0,18098.0,65236.0,232.0,3.0,231.0,6892.2,41942016.0,1817984.0,1638400.0,40509764.0,5.0,5.0,128534.0,0.0,179052.0,30.0,460.0,0.0,7.254,210.9,160.0,13.5,33.3,32.3,0.0,33.3,1.0,26.2,33.3,0.0,4.0,0.0,0.0,0.0,0.0,1.0,5373.0,0.0,11.6,0.4,0.6,0.6,1.0,0.4,0.6,0.6,15.0,0.0,0.0,0.0,0.0,21377.0,20.0,3.0,0.1,283.9,227.48,13.2,5.0,0.0,379.0,3.0,28.0,39.0,508.0,8.0,9.0,7.82500372967328,11.0,144.0,17.0,293.825003729673,0.0,30.0,38.0,46.7976252333527,48.0,517.0,0.0,1824203.0,2166102.0,2690374.13727329,2593388.0,7391777.0,41940992.0,41942016.0,41942016.0,41942016.0,0.0343592016135431,0.0434934505771015,0.0516451569709954,0.0670833291534709,0.0618326977892527,0.289531424166424,0.0,889612.0,1228068.0,1621544.30632339,1698480.0,11387993.0,0.0,0.155157715259992,0.0,188.000000001921,0.0,2652.0,5484.0,6959.85225645082,9716.0,65236.0,38.0,18026.0,0.00016,335.8064,376.25248,412.7648,728.52136,18.0,40.0,419.111111099469,491.093333325538,15035999768.0389,595.872666641839,58757800000000.0,358404.599
15496,456.0,34040.0,17.0,0.0,0.0,813434540.0,0.0,0.0,140.0,21987.0,65236.0,232.0,4.0,231.0,12034.0,41937920.0,1932800.0,1638400.0,40165151.0,5.0,5.0,388598.0,3.0,149904.0,27.0,460.0,0.0,7.454,171.2,155.0,13.0,24.5,19.0,0.0,17.0,1.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7791.0,0.0,38.5,0.4,0.8,0.5,1.0,0.3,0.5,0.5,2.0,0.0,0.0,0.0,0.0,30671.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,112.0,3.0,67.0,91.0,220.0,6.0,9.0,8.25415396866721,11.0,33.0,48.0,163.254153968667,5.0,59.0,76.0,80.2517496767734,100.0,236.0,0.0,6922162.0,11105860.0,10941911.8270111,14171176.0,17874431.0,41936896.0,41937920.0,41937920.0,41937920.0,0.138855241270907,0.175487952184158,0.268839036366134,0.264973642806781,0.337908413197412,0.426211671918874,0.0,5182084.5,7945111.0,8181967.45893505,11216977.0,21057475.0,0.0,0.114567061778305,0.0,133.00000000163,1.0,2776.0,8328.0,12452.8905278669,18044.0,65236.0,64.0,21986.0,8e-05,808.08344,942.00992,1011.64328,1187.9596,24.0,0.0,964.622596474305,1087.74303998912,1112.67644111572,1231.81423156598,17385.6359978268,872933.664
15505,198.0,29559.0,7.0,0.0,48.0,560626281.0,0.0,385430.0,266.0,17939.0,65236.0,232.0,4.0,231.0,10498.0,37917696.0,1796864.0,1638400.0,36349063.0,5.0,5.0,244515.0,0.0,24984.0,5.0,460.0,0.0,7.329,146.2,155.0,15.3,58.7,30.9,24.5,16.2,2.0,15.3,58.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6404.0,0.0,42.1,0.4,0.9,0.7,1.0,0.3,0.7,0.7,24.0,0.0,0.0,0.0,0.0,23501.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,261.0,3.0,28.0,36.0,249.0,6.0,9.0,7.99469921337081,11.0,40.0,19.0,162.994699213371,0.0,30.0,37.0,40.3473424580732,45.0,255.0,0.0,3705534.0,4040820.0,4156781.37216804,4282780.0,7543409.0,37910528.0,37910528.0,37915648.0,37917696.0,0.0765209600879207,0.0978239079128626,0.10677723350528,0.114997294777129,0.112970729397385,0.371276145538471,0.0,1638202.0,2180868.0,2216630.52153327,2712734.0,8097088.0,0.0,0.138822863610715,0.0,131.999999997788,0.0,2776.0,6940.0,10573.218296518,15268.0,65236.0,187.0,17929.0,8e-05,596.3328,655.4064,700.48192,858.78112,17.0,8.0,717.700363620052,885.628540516605,19228173855.8891,1086.79561286817,35669824000000.0,614525.91
15515,86.0,22257.0,28.0,0.0,754.0,331403778.0,0.0,4682421.0,4533.0,11634.0,65236.0,232.0,4.0,231.0,7895.4,41943040.0,1861376.0,1638400.0,39452989.0,5.0,5.0,3271710.0,5.0,19432.0,5.0,460.0,0.0,7.357,553.2,155.0,14.6,52.5,33.9,0.0,16.1,1.0,15.0,16.1,0.0,1.0,0.0,0.0,0.0,0.0,5.0,3298.0,0.0,44.8,0.4,1.0,0.6,1.0,0.2,0.6,0.6,146.0,0.0,0.3,0.3,0.0,24849.0,105.0,1.0,0.0,320.4,189.42,0.0,5.0,0.0,6373.0,3.0,129.0,318.0,1234.0,-9.0,11.0,-58.3771235802349,14.0,277.0,55.0,826.622876419765,0.0,68.0,114.0,163.345568332363,222.0,1247.0,0.0,6435140.0,9183776.0,11929902.7044462,14494566.0,36242436.0,40858624.0,41939968.0,41942016.0,41942016.0,0.0678791890489562,0.156022924601431,0.234638506646891,0.31864295389373,0.349511611069441,1.07766369449922,0.0,4030641.0,6189209.0,6799388.54771381,8122605.0,24319200.0,0.0,0.179137441448468,0.0,534.999999996217,0.0,1672.0,5552.0,7998.64311522471,11104.0,86056.0,416.0,11502.0,8e-05,343.58752,459.38304,643.11296,957.09888,135.0,90.0,406.52731076798,678.704275856218,4417568451.50062,830.551111099576,59989072000000.0,360693.667
15523,124.0,27509.0,15.0,0.0,5.0,409869186.0,0.0,14048.0,41.0,19741.0,65236.0,232.0,1.0,231.0,7630.4,41938944.0,1890688.0,1638400.0,40442968.0,5.0,5.0,194225.0,11.0,40252.0,10.0,460.0,0.0,7.366,213.0,155.0,17.3,128.2,82.6,0.0,37.0,1.0,29.6,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6091.0,0.0,26.0,0.4,0.6,0.7,1.0,0.4,0.7,0.7,3.0,0.0,0.0,0.0,0.0,24468.0,3.0,1.0,0.0,399.0,154.6,0.0,5.0,0.0,84.0,3.0,120.0,158.0,1411.0,10.0,14.0,14.7952385523663,20.0,69.0,71.0,202.795238552366,1.0,87.0,135.0,136.394667304392,179.0,1433.0,0.0,6355150.0,9063560.0,9074514.53418451,11935196.0,13815874.0,41937920.0,41938944.0,41938944.0,41938944.0,0.0945658369859836,0.15180686118911,0.221009188977195,0.221001121207316,0.286244403292558,0.329428275542656,0.0,4349193.0,6411624.0,6735243.56459633,9485146.0,13644755.0,0.0,0.141905383611013,0.0,209.000000002561,0.0,2776.0,5552.0,7867.33275087369,11104.0,65236.0,2.0,19739.0,0.00016,436.23104,488.38656,553.87136,787.53368,2.0,0.0,477.798811878823,550.941847949994,588.157775470087,669.854984116352,6515.60199945703,453724.318
15533,510.0,27417.0,12.0,0.0,319.0,520233148.0,0.0,2873202.0,362.0,16525.0,65236.0,232.0,3.0,231.0,10543.0,41943040.0,1897728.0,1638400.0,39872280.0,5.0,5.0,316299.0,0.0,37476.0,8.0,460.0,0.0,7.308,198.9,160.0,11.4,66.1,32.6,29.5,15.3,2.0,11.4,66.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5814.0,0.0,44.9,0.4,1.0,0.5,1.0,0.3,0.5,0.5,49.0,0.1,0.6,0.6,0.1,20836.0,52.0,5.0,0.0,39.7,6.42,3.98,5.0,0.0,580.0,3.0,52.0,70.0,305.0,3.0,6.0,4.13738117772931,8.0,58.0,32.0,185.137381177729,0.0,40.0,57.0,61.8178722631089,75.0,307.0,0.0,4022784.0,6071040.0,5702788.43780091,7334447.0,9154148.0,41937920.0,41943040.0,41943040.0,41943040.0,0.0584225922506409,0.1144451379776,0.144974613189697,0.140067542237351,0.175889028354291,0.271164644988555,0.0,2472127.5,3958181.5,3971551.52487552,5360741.75,15079064.0,0.0,0.150881669101432,0.0,174.999999995634,0.0,2776.0,7044.0,10674.932735426,15505.75,65236.0,236.0,16430.0,0.00024,536.4128,612.13448,691.70192,883.30128,76.0,35.0,662.418318830979,791.596444435649,15000692034.0849,956.387377756525,59011360000000.0,561816.408
15541,58.0,19595.0,9.0,0.0,962.0,258433090.0,0.0,7357868.0,107.0,12884.0,65236.0,232.0,4.0,231.0,7787.8,41942016.0,1903232.0,1638400.0,39796387.0,5.0,5.0,165885.0,0.0,24984.0,6.0,460.0,0.0,7.31,340.2,160.0,11.3,22.9,18.9,0.0,15.5,1.0,11.3,15.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3887.0,0.0,47.9,0.5,1.5,0.4,1.0,0.3,0.4,0.4,47.0,0.0,0.0,0.0,0.0,13150.0,33.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1138.0,3.0,35.0,109.0,882.0,5.0,11.0,7.26566053974304,21.0,90.0,17.0,489.265660539743,0.0,36.0,51.0,90.6588314854435,113.0,887.0,0.0,2329890.0,2501472.0,3424259.92506301,3643810.0,7386368.0,41937920.0,41937920.0,41940992.0,41942016.0,0.0307398514760374,0.055605857419729,0.059928913975705,0.0890492850333132,0.105650334023047,0.4008542431264,0.0,890434.0,1459740.0,2349289.64830639,2976261.0,10483023.0,0.0,0.225432637629563,0.0,197.000000000116,0.0,2776.0,5552.0,7795.80816020962,11104.0,65236.0,312.0,12474.0,8e-05,301.99664,362.03904,409.40224,795.53312,74.0,140.0,319.008813553915,424.362926818918,9025821121.3475,569.807030285763,58781696000000.0,282279.483
15549,245.0,29730.0,10.0,0.0,0.0,497067462.0,0.0,0.0,44.0,19201.0,65236.0,232.0,2.0,231.0,8371.2,41549824.0,2153728.0,1638400.0,39668110.0,5.0,5.0,158368.0,5.0,33312.0,12.0,460.0,0.0,7.324,66.7,155.0,29.9,61.4,52.1,0.0,61.4,1.0,54.4,61.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8343.0,0.0,13.6,0.4,0.5,0.6,1.0,0.3,0.6,0.6,0.0,0.0,0.0,0.0,0.0,22723.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,68.0,81.0,227.0,4.0,6.0,5.72060857538036,8.0,57.0,54.0,159.72060857538,5.0,62.0,74.0,76.5808617485877,87.0,233.0,0.0,5523608.0,6601034.0,6224164.349874,7096346.0,7421649.0,41549824.0,41549824.0,41549824.0,41549824.0,0.0941116862492606,0.133500132274929,0.159239759956625,0.154670429232203,0.170885657662473,0.30094175828121,0.0,3822542.0,4726076.0,4731303.36317475,5681212.5,11162780.0,0.0,0.139489938989749,0.0,27.0000000018626,1.0,2776.0,5552.0,9417.01964982757,12492.0,65236.0,0.0,19198.0,8e-05,520.01264,562.49408,604.43536,739.8352,0.0,0.0,582.165599992723,661.63839999173,685.6380186319,767.762714272004,5302.37236315433,541845.719
15560,49.0,24350.0,7.0,0.0,0.0,344501385.0,0.0,0.0,4.0,13879.0,65236.0,232.0,4.0,231.0,8628.0,41937920.0,1810816.0,1638400.0,40478722.0,5.0,5.0,116628.0,0.0,41640.0,7.0,460.0,0.0,7.264,178.5,160.0,10.4,22.6,20.6,0.0,22.6,1.0,18.1,22.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5411.0,0.0,21.3,0.5,1.2,1.1,2.0,0.2,1.1,1.1,0.0,0.0,0.0,0.0,0.0,14506.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,3.0,40.0,50.0,298.0,5.0,7.0,5.93360921194674,10.0,32.0,27.0,226.933609211947,0.0,37.0,47.0,51.3593625582151,57.0,309.0,0.0,2110816.0,2989895.0,3300901.09517812,3896256.0,7513348.0,41937920.0,41937920.0,41937920.0,41937920.0,0.0395521761689659,0.0503319191795874,0.0755468082346478,0.0835404888286818,0.0933114231702478,0.303703487037299,0.0,1271447.25,1807940.0,2089473.50331568,2437883.0,12207891.0,0.0,0.187173885104723,0.0,164.999999993597,1.0,2776.0,6500.0,8853.99383049279,12492.0,65236.0,0.0,13879.0,0.00024,334.16048,396.8988,456.66472,732.38232,0.0,0.0,428.720631567665,530.935973279501,6475044211.15512,643.050311096821,60106784000000.0,383121.392
15567,111.0,24911.0,98.0,0.0,147.0,255837017.0,0.0,810512.0,1113.0,16456.0,65236.0,232.0,1.0,231.0,5705.4,41937920.0,2512256.0,1638400.0,38203114.0,5.0,5.0,354550.0,24.0,13880.0,5.0,460.0,0.0,7.281,208.6,155.0,13.9,205.8,111.8,106.6,201.0,2.0,13.9,201.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,4861.0,0.0,9.1,0.4,0.5,1.2,1.0,0.2,1.2,1.2,84.0,0.0,0.5,0.5,0.0,21054.0,22.0,5.0,0.0,124.9,51.34,23.3,5.0,0.0,1373.0,3.0,25.0,45.0,369.0,9.0,12.0,10.644009087024,15.0,109.0,14.0,231.644009087024,0.0,30.0,40.0,50.6338563673913,56.0,353.0,0.0,1783189.0,1869208.0,3874847.0464023,2015299.0,53871580.0,41937920.0,41937920.0,41937920.0,41937920.0,0.0237378725506654,0.0425197291615798,0.0445708323159565,1.28612441516978,0.048054338412587,160.804479980469,0.0,653886.5,941595.0,1222707.23381093,1370723.0,6729716.0,0.0,0.1685635881056,0.0,178.999999996449,0.0,1980.0,4164.0,5792.32744011359,8311.0,65236.0,584.0,16426.0,8e-05,260.50184,307.2076,336.19336,417.27288,64.0,58.0,330.848166659774,396.032615374461,8053795569.32288,507.514879979699,116688008000000.0,280311.91
15573,104.0,12409.0,32.0,0.0,0.0,148081148.0,0.0,0.0,46.0,9843.0,65236.0,232.0,2.0,231.0,5553.8,41938944.0,1749376.0,1638400.0,38686892.0,5.0,5.0,124704.0,0.0,43028.0,6.0,460.0,0.0,7.255,352.2,160.0,11.0,19.9,16.6,0.0,13.6,1.0,12.9,13.6,0.0,3.0,0.0,0.0,0.0,0.0,5.0,2753.0,0.0,43.6,0.6,1.0,0.7,1.0,0.3,0.7,0.7,14.0,0.0,0.0,0.0,0.0,13661.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,20.0,3.0,70.0,196.0,1288.0,4.0,7.0,-25.6035575234751,8.0,29.0,48.0,1198.39644247652,2.0,58.0,77.0,134.929950743878,171.0,1302.0,0.0,1672086.0,2446624.0,2893950.57248645,2747001.0,7416309.0,41938944.0,41938944.0,41938944.0,41938944.0,0.0199579178722287,0.0415301825434613,0.0601373987861974,0.077809706477675,0.0655229898015553,0.392094212229805,0.0,1071560.0,1712164.5,2347460.40503092,2608174.25,14572238.0,0.0,0.277856243081355,0.0,242.999999994936,1.0,2208.0,4164.0,5652.87000343603,6940.0,65236.0,0.0,9843.0,0.00016,121.67728,179.3476,219.41096,360.18904,0.0,0.0,139.570352939124,216.873707862732,235.755588344261,273.503636359492,29590.7759852046,165134.19
15580,129.0,23633.0,5.0,0.0,0.0,277056305.0,0.0,0.0,2045.0,11670.0,65236.0,232.0,2.0,231.0,7346.8,41194496.0,1891968.0,1638400.0,37011354.0,5.0,5.0,484560.0,0.0,55520.0,10.0,460.0,0.0,7.348,54.5,155.0,12.4,23.8,22.0,0.0,20.2,1.0,12.4,20.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4248.0,0.0,13.8,0.5,0.6,1.0,1.0,0.5,1.0,1.0,518.0,0.0,0.0,0.0,0.0,16479.0,47.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2153.0,3.0,42.0,62.0,221.0,4.0,7.0,5.54271006488284,9.0,27.0,24.0,122.542710064883,0.0,35.0,49.0,53.879789053006,67.0,199.0,0.0,1999861.0,2329036.0,3223116.62885409,3060348.0,12568883.0,41192448.0,41192448.0,41192448.0,41194496.0,0.0324486663186417,0.0496767757041291,0.0565403639035971,0.108240347980879,0.0746256206962985,0.588835467743088,0.0,1066735.25,1536765.5,1654411.46426082,1971896.25,8279635.0,0.0,0.197603024371809,0.0,36.999999996624,1.0,1712.25,5552.0,7517.43170011484,11104.0,65236.0,546.0,11670.0,0.00016,268.86048,315.7616,348.99224,422.18304,124.0,0.0,325.510644062279,425.516307684125,2335240156.38475,559.038144919434,17512296000000.0,304456.714
